index;venda chave;data venda;data chave;estado;regiao;cliente;segmento;cliente chave;id produto;produto ;preco;custo;desconto;quantidade;total venda
6100;2023-100111;9/21/2023;20230921;PA;Nordeste;27. Sabores do Mediterrâneo;Restaurante;1099;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;1%;300; 1.437,53 
6101;2023-100111;9/21/2023;20230921;PA;Nordeste;27. Sabores do Mediterrâneo;Restaurante;1099;Q-P1;Quiche P1; 5,19 ; 3,48 ;0%;700; 5.618,44 
6102;2023-100111;9/21/2023;20230921;PA;Nordeste;27. Sabores do Mediterrâneo;Restaurante;1099;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;1%;200; 2.203,43 
6103;2023-100111;9/21/2023;20230921;PA;Nordeste;27. Sabores do Mediterrâneo;Restaurante;1099;Q-P1;Quiche P1; 5,19 ; 3,48 ;0%;100; 519,33 
6104;2023-100111;9/21/2023;20230921;PA;Nordeste;27. Sabores do Mediterrâneo;Restaurante;1099;M-P;Mel P; 4,02 ; 2,70 ;0%;100; 519,33 
6105;2023-132381;8/23/2023;20230823;CE;Nordeste;28. Cozinha Criativa;Restaurante;1044;Q-P2;Quiche P2; 4,79 ; 3,21 ;4%;100; 519,33 
6106;2021-147011;6/18/2021;20210618;CE;Nordeste;26. Restaurante do Chef;Restaurante;1024;P-P;Panetone P; 8,03 ; 5,38 ;2%;700; 7.711,99 
6107;2020-120852;12/20/2020;20201220;PE;Nordeste;26. Restaurante do Chef;Restaurante;1024;Q-Mini;Quiche Mini; 8,07 ; 5,41 ;8%;200; 4.117,42 
6108;2020-120852;12/20/2020;20201220;PE;Nordeste;26. Restaurante do Chef;Restaurante;1024;M-P;Mel P; 4,02 ; 2,70 ;2%;400; 4.406,85 
6109;2022-150007;09/12/2022;20220912;MS;Centro-Oeste;15. Cozinha da Vovó;Restaurante;1068;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;2%;900; 9.915,42 
6110;2022-150007;09/12/2022;20220912;MS;Centro-Oeste;15. Cozinha da Vovó;Restaurante;1068;Q-P2;Quiche P2; 4,79 ; 3,21 ;8%;700; 16.253,47 
6111;2022-124590;11/13/2022;20221113;GO;Centro-Oeste;59. Bistrô das Cores;Café & Bistrô;1090;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;3%;400; 1.916,70 
6112;2022-124590;11/13/2022;20221113;GO;Centro-Oeste;59. Bistrô das Cores;Café & Bistrô;1090;Q-Mini;Quiche Mini; 8,07 ; 5,41 ;2%;300; 1.437,53 
6113;2022-124590;11/13/2022;20221113;GO;Centro-Oeste;59. Bistrô das Cores;Café & Bistrô;1090;P-M-Premium;Panetone M Premium; 23,22 ; 15,56 ;2%;400; 4.670,44 
6114;2022-124590;11/13/2022;20221113;GO;Centro-Oeste;59. Bistrô das Cores;Café & Bistrô;1090;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;3%;400; 4.670,44 
6115;2022-124590;11/13/2022;20221113;GO;Centro-Oeste;59. Bistrô das Cores;Café & Bistrô;1090;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;3%;400; 4.670,44 
6116;2022-133802;3/15/2022;20220315;BA;Nordeste;62. Café do Sol Nascente;Café & Bistrô;1062;Q-P2;Quiche P2; 4,79 ; 3,21 ;2%;400; 4.670,44 
6117;2022-113677;11/14/2022;20221114;PA;Nordeste;74. Café do Entardecer;Café & Bistrô;1071;Q-P1;Quiche P1; 5,19 ; 3,48 ;0%;700; 8.173,26 
6118;2022-113677;11/14/2022;20221114;PA;Nordeste;74. Café do Entardecer;Café & Bistrô;1071;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;0%;400; 4.670,44 
6119;2023-143378;9/20/2023;20230920;CE;Nordeste;86. Café do Jardim;Café & Bistrô;1096;Q-P1;Quiche P1; 5,19 ; 3,48 ;2%;400; 4.670,44 
6120;2023-143378;9/20/2023;20230920;CE;Nordeste;86. Café do Jardim;Café & Bistrô;1096;P-P;Panetone P; 8,03 ; 5,38 ;2%;400; 4.670,44 
6121;2023-143378;9/20/2023;20230920;CE;Nordeste;86. Café do Jardim;Café & Bistrô;1096;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;2%;200; 958,35 
6122;2023-143378;9/20/2023;20230920;CE;Nordeste;86. Café do Jardim;Café & Bistrô;1096;Q-G1;Quiche G1; 23,07 ; 15,46 ;7%;200; 958,35 
6123;2023-152660;12/05/2023;20231205;MS;Centro-Oeste;44. Bistrô da Vila;Café & Bistrô;1052;Q-G2;Quiche G2; 20,59 ; 13,79 ;2%;200; 958,35 
6124;2021-142139;8/31/2021;20210831;PE;Nordeste;13. Gastronomia Urbana;Restaurante;1039;Q-M;Quiche M; 11,68 ; 7,82 ;2%;800; 8.813,71 
6125;2023-145772;06/04/2023;20230604;BA;Nordeste;55. Café da Alma;Café & Bistrô;1005;M-P;Mel P; 4,02 ; 2,70 ;0%;100; 1.101,71 
6126;2023-145772;06/04/2023;20230604;BA;Nordeste;55. Café da Alma;Café & Bistrô;1005;Q-M;Quiche M; 11,68 ; 7,82 ;0%;300; 1.557,98 
6127;2023-145772;06/04/2023;20230604;BA;Nordeste;55. Café da Alma;Café & Bistrô;1005;Q-P2;Quiche P2; 4,79 ; 3,21 ;2%;300; 1.207,25 
6128;2022-124100;04/01/2022;20220401;PA;Nordeste;72. Café do Amanhecer;Café & Bistrô;1006;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;1%;300; 1.207,25 
6129;2020-158400;10/25/2020;20201025;BA;Nordeste;94. Café do Celeiro;Eventos;1001;Q-P2;Quiche P2; 4,79 ; 3,21 ;2%;200; 3.839,99 
6130;2023-162033;3/27/2023;20230327;CE;Nordeste;42. Bistrô das Estações;Café & Bistrô;1048;M-P;Mel P; 4,02 ; 2,70 ;0%;200; 958,35 
6131;2023-162033;3/27/2023;20230327;CE;Nordeste;42. Bistrô das Estações;Café & Bistrô;1048;P-M-Premium;Panetone M Premium; 23,22 ; 15,56 ;0%;200; 3.839,99 
6132;2020-163447;12/27/2020;20201227;PA;Nordeste;77. Bistrô das Fontes;Café & Bistrô;1091;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;1%;200; 3.839,99 
6133;2023-145737;9/16/2023;20230916;PR;Sul;73. Bistrô das Colinas;Café & Bistrô;1051;Q-M;Quiche M; 11,68 ; 7,82 ;2%;200; 3.839,99 
6134;2022-148096;8/17/2022;20220817;BA;Nordeste;72. Café do Amanhecer;Café & Bistrô;1006;Q-P2;Quiche P2; 4,79 ; 3,21 ;2%;300; 2.422,27 
6135;2022-146766;11/05/2022;20221105;BA;Nordeste;36. Bistrô do Parque;Café & Bistrô;1054;P-P;Panetone P; 8,03 ; 5,38 ;0%;600; 2.875,05 
6136;2021-105613;10/18/2021;20211018;PE;Nordeste;73. Bistrô das Colinas;Café & Bistrô;1051;M-P;Mel P; 4,02 ; 2,70 ;2%;900; 7.223,71 
6137;2021-105613;10/18/2021;20211018;PE;Nordeste;73. Bistrô das Colinas;Café & Bistrô;1051;Q-Mini;Quiche Mini; 8,07 ; 5,41 ;8%;400; 3.210,54 
6138;2022-142251;11/01/2022;20221101;CE;Nordeste;34. Bistrô das Artes;Café & Bistrô;1008;Q-M;Quiche M; 11,68 ; 7,82 ;2%;800; 15.359,95 
6139;2020-131247;3/30/2020;20200330;BA;Nordeste;85. Bistrô das Varandas;Café & Bistrô;1040;Q-G1;Quiche G1; 23,07 ; 15,46 ;2%;700; 3.635,28 
6140;2021-113593;4/18/2021;20210418;BA;Nordeste;33. Café & Prosa;Café & Bistrô;1032;Q-G2;Quiche G2; 20,59 ; 13,79 ;0%;700; 3.635,28 
6141;2023-121083;07/10/2023;20230710;PR;Sul;6. Sabor & Arte;Restaurante;1078;Q-M;Quiche M; 11,68 ; 7,82 ;0%;400; 3.229,69 
6142;2023-121083;07/10/2023;20230710;PR;Sul;6. Sabor & Arte;Restaurante;1078;Q-G2;Quiche G2; 20,59 ; 13,79 ;0%;400; 3.229,69 
6143;2023-121083;07/10/2023;20230710;PR;Sul;6. Sabor & Arte;Restaurante;1078;Q-P1;Quiche P1; 5,19 ; 3,48 ;0%;400; 4.406,85 
6144;2023-121083;07/10/2023;20230710;PR;Sul;6. Sabor & Arte;Restaurante;1078;P-P;Panetone P; 8,03 ; 5,38 ;0%;200; 2.335,22 
6145;2023-151190;6/28/2023;20230628;GO;Centro-Oeste;28. Cozinha Criativa;Restaurante;1044;Q-M;Quiche M; 11,68 ; 7,82 ;0%;100; 1.167,61 
6146;2020-133543;12/22/2020;20201222;BA;Nordeste;88. Café do Pomar;Café & Bistrô;1038;P-P;Panetone P; 8,03 ; 5,38 ;0%;500; 2.012,08 
6147;2023-105130;11/22/2023;20231122;BA;Nordeste;81. Bistrô das Trilhas;Café & Bistrô;1056;P-P;Panetone P; 8,03 ; 5,38 ;0%;200; 804,83 
6148;2023-105130;11/22/2023;20231122;BA;Nordeste;81. Bistrô das Trilhas;Café & Bistrô;1056;Q-P2;Quiche P2; 4,79 ; 3,21 ;2%;900; 7.223,71 
6149;2022-161928;6/28/2022;20220628;BA;Nordeste;50. Bistrô das Delícias;Café & Bistrô;1045;Q-P1;Quiche P1; 5,19 ; 3,48 ;2%;300; 6.176,12 
6150;2023-101322;12/29/2023;20231229;BA;Nordeste;32. Bistrô da Praça;Café & Bistrô;1092;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;2%;700; 7.711,99 
6151;2022-106600;04/09/2022;20220409;RS;Sul;74. Café do Entardecer;Café & Bistrô;1071;Q-G1;Quiche G1; 23,07 ; 15,46 ;0%;300; 3.305,14 
6152;2020-111871;3/18/2020;20200318;BA;Nordeste;80. Café do Caminho;Café & Bistrô;1047;Q-G1;Quiche G1; 23,07 ; 15,46 ;2%;300; 3.305,14 
6153;2023-139437;07/04/2023;20230704;BA;Nordeste;88. Café do Pomar;Café & Bistrô;1038;Q-G2;Quiche G2; 20,59 ; 13,79 ;0%;300; 1.207,25 
6154;2023-151484;4/21/2023;20230421;CE;Nordeste;6. Sabor & Arte;Restaurante;1078;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;2%;300; 6.921,33 
6155;2023-151484;4/21/2023;20230421;CE;Nordeste;6. Sabor & Arte;Restaurante;1078;Q-G2;Quiche G2; 20,59 ; 13,79 ;2%;200; 1.038,65 
6156;2023-151484;4/21/2023;20230421;CE;Nordeste;6. Sabor & Arte;Restaurante;1078;Q-G2;Quiche G2; 20,59 ; 13,79 ;2%;400; 3.312,77 
6157;2023-151484;4/21/2023;20230421;CE;Nordeste;6. Sabor & Arte;Restaurante;1078;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;2%;400; 3.210,54 
6158;2022-104150;08/04/2022;20220804;MG;Sudeste;69. Bistrô das Marés;Café & Bistrô;1025;G-G1;Galupe G1; 12,26 ; 8,22 ;0%;400; 3.210,54 
6159;2022-104150;08/04/2022;20220804;MG;Sudeste;69. Bistrô das Marés;Café & Bistrô;1025;M-P;Mel P; 4,02 ; 2,70 ;0%;300; 6.176,12 
6160;2022-161025;12/04/2022;20221204;BA;Nordeste;50. Bistrô das Delícias;Café & Bistrô;1045;Q-G2;Quiche G2; 20,59 ; 13,79 ;0%;500; 9.599,97 
6161;2020-103989;3/19/2020;20200319;CE;Nordeste;41. Café & Companhia;Café & Bistrô;1073;Q-P1;Quiche P1; 5,19 ; 3,48 ;2%;300; 3.305,14 
6162;2020-103989;3/19/2020;20200319;CE;Nordeste;41. Café & Companhia;Café & Bistrô;1073;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;2%;300; 3.305,14 
6163;2020-103989;3/19/2020;20200319;CE;Nordeste;41. Café & Companhia;Café & Bistrô;1073;Q-G2;Quiche G2; 20,59 ; 13,79 ;2%;200; 2.203,43 
6164;2020-103989;3/19/2020;20200319;CE;Nordeste;41. Café & Companhia;Café & Bistrô;1073;Q-P2;Quiche P2; 4,79 ; 3,21 ;7%;700; 7.711,99 
6165;2020-103989;3/19/2020;20200319;CE;Nordeste;41. Café & Companhia;Café & Bistrô;1073;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;2%;300; 6.176,12 
6166;2020-103989;3/19/2020;20200319;CE;Nordeste;41. Café & Companhia;Café & Bistrô;1073;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;2%;300; 6.176,12 
6167;2020-103989;3/19/2020;20200319;CE;Nordeste;41. Café & Companhia;Café & Bistrô;1073;M-P;Mel P; 4,02 ; 2,70 ;2%;600; 4.844,54 
6168;2021-142433;4/20/2021;20210420;PE;Nordeste;80. Café do Caminho;Café & Bistrô;1047;Q-M;Quiche M; 11,68 ; 7,82 ;2%;300; 5.759,98 
6169;2021-132815;9/19/2021;20210919;BA;Nordeste;94. Café do Celeiro;Eventos;1001;Q-M;Quiche M; 11,68 ; 7,82 ;0%;300; 3.305,14 
6170;2020-101266;8/27/2020;20200827;CE;Nordeste;89. Bistrô das Frutas;Café & Bistrô;1029;Q-M;Quiche M; 11,68 ; 7,82 ;0%;400; 9.228,44 
6171;2022-141523;12/20/2022;20221220;PA;Nordeste;31. Café Aconchego;Café & Bistrô;1067;Q-P2;Quiche P2; 4,79 ; 3,21 ;2%;100; 1.167,61 
6172;2022-141523;12/20/2022;20221220;PA;Nordeste;31. Café Aconchego;Café & Bistrô;1067;P-P;Panetone P; 8,03 ; 5,38 ;0%;100; 1.167,61 
6173;2020-106299;08/02/2020;20200802;CE;Nordeste;14. Sabores do Mundo;Restaurante;1043;Q-P2;Quiche P2; 4,79 ; 3,21 ;0%;100; 1.167,61 
6174;2020-106299;08/02/2020;20200802;CE;Nordeste;14. Sabores do Mundo;Restaurante;1043;M-P;Mel P; 4,02 ; 2,70 ;0%;400; 4.406,85 
6175;2020-106299;08/02/2020;20200802;CE;Nordeste;14. Sabores do Mundo;Restaurante;1043;Q-G2;Quiche G2; 20,59 ; 13,79 ;0%;700; 13.439,96 
6176;2021-158421;9/21/2021;20210921;GO;Centro-Oeste;76. Café do Luar;Café & Bistrô;1077;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;0%;600; 6.610,28 
6177;2021-158421;9/21/2021;20210921;GO;Centro-Oeste;76. Café do Luar;Café & Bistrô;1077;Q-G2;Quiche G2; 20,59 ; 13,79 ;0%;400; 8.234,83 
6178;2021-158421;9/21/2021;20210921;GO;Centro-Oeste;76. Café do Luar;Café & Bistrô;1077;G-G1;Galupe G1; 12,26 ; 8,22 ;0%;200; 804,83 
6179;2021-158421;9/21/2021;20210921;GO;Centro-Oeste;76. Café do Luar;Café & Bistrô;1077;Q-M;Quiche M; 11,68 ; 7,82 ;0%;700; 8.173,26 
6180;2021-158421;9/21/2021;20210921;GO;Centro-Oeste;76. Café do Luar;Café & Bistrô;1077;Q-G2;Quiche G2; 20,59 ; 13,79 ;0%;300; 3.678,37 
6181;2021-158421;9/21/2021;20210921;GO;Centro-Oeste;76. Café do Luar;Café & Bistrô;1077;Q-P1;Quiche P1; 5,19 ; 3,48 ;0%;300; 3.678,37 
6182;2021-158421;9/21/2021;20210921;GO;Centro-Oeste;76. Café do Luar;Café & Bistrô;1077;Q-P1;Quiche P1; 5,19 ; 3,48 ;0%;900; 17.279,94 
6183;2021-158421;9/21/2021;20210921;GO;Centro-Oeste;76. Café do Luar;Café & Bistrô;1077;Q-P2;Quiche P2; 4,79 ; 3,21 ;0%;500; 2.596,63 
6184;2021-158421;9/21/2021;20210921;GO;Centro-Oeste;76. Café do Luar;Café & Bistrô;1077;Q-G2;Quiche G2; 20,59 ; 13,79 ;0%;300; 2.422,27 
6185;2022-143609;12/12/2022;20221212;CE;Nordeste;46. Bistrô do Porto;Café & Bistrô;1057;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;2%;400; 4.406,85 
6186;2021-138331;08/07/2021;20210807;CE;Nordeste;73. Bistrô das Colinas;Café & Bistrô;1051;P-P;Panetone P; 8,03 ; 5,38 ;2%;500; 2.012,08 
6187;2021-138954;11/15/2021;20211115;PA;Nordeste;93. Bistrô das Colheitas;Eventos;1041;Q-G2;Quiche G2; 20,59 ; 13,79 ;0%;300; 1.437,53 
6188;2021-138954;11/15/2021;20211115;PA;Nordeste;93. Bistrô das Colheitas;Eventos;1041;Q-P2;Quiche P2; 4,79 ; 3,21 ;2%;400; 4.670,44 
6189;2021-138954;11/15/2021;20211115;PA;Nordeste;93. Bistrô das Colheitas;Eventos;1041;P-P;Panetone P; 8,03 ; 5,38 ;0%;700; 2.816,91 
6190;2023-157903;04/05/2023;20230405;MS;Centro-Oeste;41. Café & Companhia;Café & Bistrô;1073;Q-P1;Quiche P1; 5,19 ; 3,48 ;2%;400; 3.210,54 
6191;2022-157259;12/25/2022;20221225;PA;Nordeste;55. Café da Alma;Café & Bistrô;1005;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;0%;200; 1.038,65 
6192;2023-107986;12/14/2023;20231214;BA;Nordeste;42. Bistrô das Estações;Café & Bistrô;1048;Q-G2;Quiche G2; 20,59 ; 13,79 ;0%;300; 3.678,37 
6193;2023-104927;12/23/2023;20231223;PE;Nordeste;69. Bistrô das Marés;Café & Bistrô;1025;Q-M;Quiche M; 11,68 ; 7,82 ;2%;800; 8.813,71 
6194;2023-104927;12/23/2023;20231223;PE;Nordeste;69. Bistrô das Marés;Café & Bistrô;1025;Q-P2;Quiche P2; 4,79 ; 3,21 ;8%;700; 7.711,99 
6195;2023-104927;12/23/2023;20231223;PE;Nordeste;69. Bistrô das Marés;Café & Bistrô;1025;Q-M;Quiche M; 11,68 ; 7,82 ;2%;300; 1.557,98 
6196;2023-113453;10/22/2023;20231022;CE;Nordeste;52. Bistrô do Rio;Café & Bistrô;1049;Q-P1;Quiche P1; 5,19 ; 3,48 ;4%;400; 4.670,44 
6197;2023-113453;10/22/2023;20231022;CE;Nordeste;52. Bistrô do Rio;Café & Bistrô;1049;Q-G2;Quiche G2; 20,59 ; 13,79 ;2%;400; 4.670,44 
6198;2021-149909;11/13/2021;20211113;RJ;Sudeste;23. Cantina da Nonna;Restaurante;1028;Q-M;Quiche M; 11,68 ; 7,82 ;0%;400; 4.670,44 
6199;2021-149909;11/13/2021;20211113;RJ;Sudeste;23. Cantina da Nonna;Restaurante;1028;Q-P1;Quiche P1; 5,19 ; 3,48 ;0%;400; 4.670,44 
6200;2021-149909;11/13/2021;20211113;RJ;Sudeste;23. Cantina da Nonna;Restaurante;1028;Q-M;Quiche M; 11,68 ; 7,82 ;0%;400; 4.670,44 
6201;2021-146675;4/16/2021;20210416;MS;Centro-Oeste;4. Indústria do Sabor;Indústria;1065;G-M;Galupe M; 8,28 ; 5,55 ;2%;400; 4.670,44 
6202;2021-146675;4/16/2021;20210416;MS;Centro-Oeste;4. Indústria do Sabor;Indústria;1065;M-P;Mel P; 4,02 ; 2,70 ;2%;400; 4.670,44 
6203;2022-118332;12/17/2022;20221217;BA;Nordeste;25. Gourmet & Cia;Restaurante;1087;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;2%;400; 4.670,44 
6204;2022-133669;10/22/2022;20221022;GO;Centro-Oeste;64. Café do Porto;Café & Bistrô;1022;Q-P1;Quiche P1; 5,19 ; 3,48 ;4%;400; 4.670,44 
6205;2023-145660;12/02/2023;20231202;GO;Centro-Oeste;32. Bistrô da Praça;Café & Bistrô;1092;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;2%;400; 4.670,44 
6206;2022-133697;10/21/2022;20221021;PE;Nordeste;64. Café do Porto;Café & Bistrô;1022;Q-M;Quiche M; 11,68 ; 7,82 ;2%;400; 4.670,44 
6207;2022-133697;10/21/2022;20221021;PE;Nordeste;64. Café do Porto;Café & Bistrô;1022;P-M-Premium;Panetone M Premium; 23,22 ; 15,56 ;2%;400; 4.670,44 
6208;2022-133697;10/21/2022;20221021;PE;Nordeste;64. Café do Porto;Café & Bistrô;1022;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;3%;400; 4.670,44 
6209;2023-148138;9/30/2023;20230930;GO;Centro-Oeste;49. Café & Sonhos;Café & Bistrô;1055;Q-G2;Quiche G2; 20,59 ; 13,79 ;2%;400; 4.670,44 
6210;2023-119809;8/19/2023;20230819;BA;Nordeste;1. Delícias da Terra;Indústria;1011;Q-P2;Quiche P2; 4,79 ; 3,21 ;2%;400; 4.670,44 
6211;2023-119809;8/19/2023;20230819;BA;Nordeste;1. Delícias da Terra;Indústria;1011;Q-G2;Quiche G2; 20,59 ; 13,79 ;0%;400; 4.670,44 
6212;2023-119809;8/19/2023;20230819;BA;Nordeste;1. Delícias da Terra;Indústria;1011;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;0%;400; 4.670,44 
6213;2023-149944;11/13/2023;20231113;BA;Nordeste;91. Bistrô das Abelhas;Eventos;1027;P-M-Premium;Panetone M Premium; 23,22 ; 15,56 ;0%;400; 4.670,44 
6214;2023-149944;11/13/2023;20231113;BA;Nordeste;91. Bistrô das Abelhas;Eventos;1027;Q-Mini;Quiche Mini; 8,07 ; 5,41 ;0%;400; 4.670,44 
6215;2020-128538;10/11/2020;20201011;BA;Nordeste;8. Cantinho Gourmet;Restaurante;1009;G-G1;Galupe G1; 12,26 ; 8,22 ;0%;400; 4.670,44 
6216;2021-161711;11/28/2021;20211128;PA;Nordeste;5. Confeitaria Estrela;Indústria;1007;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;0%;400; 4.670,44 
6217;2021-161711;11/28/2021;20211128;PA;Nordeste;5. Confeitaria Estrela;Indústria;1007;G-G1;Galupe G1; 12,26 ; 8,22 ;0%;300; 1.437,53 
6218;2021-129553;7/27/2021;20210727;PA;Nordeste;58. Café do Vento;Café & Bistrô;1060;Q-P1;Quiche P1; 5,19 ; 3,48 ;0%;300; 1.437,53 
6219;2022-160220;10/21/2022;20221021;GO;Centro-Oeste;83. Bistrô das Janelas;Café & Bistrô;1021;Q-P1;Quiche P1; 5,19 ; 3,48 ;0%;200; 1.614,85 
6220;2022-160220;10/21/2022;20221021;GO;Centro-Oeste;83. Bistrô das Janelas;Café & Bistrô;1021;Q-P1;Quiche P1; 5,19 ; 3,48 ;0%;400; 4.670,44 
6221;2022-160220;10/21/2022;20221021;GO;Centro-Oeste;83. Bistrô das Janelas;Café & Bistrô;1021;Q-G2;Quiche G2; 20,59 ; 13,79 ;0%;300; 6.176,12 
6222;2023-157224;9/15/2023;20230915;BA;Nordeste;9. Chef’s Haven;Restaurante;1088;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;0%;700; 14.410,96 
6223;2023-140627;12/24/2023;20231224;PR;Sul;58. Café do Vento;Café & Bistrô;1060;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;2%;300; 2.407,90 
6224;2023-140627;12/24/2023;20231224;PR;Sul;58. Café do Vento;Café & Bistrô;1060;P-P;Panetone P; 8,03 ; 5,38 ;2%;300; 2.407,90 
6225;2023-140627;12/24/2023;20231224;PR;Sul;58. Café do Vento;Café & Bistrô;1060;Q-G2;Quiche G2; 20,59 ; 13,79 ;2%;200; 1.038,65 
6226;2021-133445;10/05/2021;20211005;CE;Nordeste;36. Bistrô do Parque;Café & Bistrô;1054;Q-G1;Quiche G1; 23,07 ; 15,46 ;7%;200; 1.038,65 
6227;2021-133445;10/05/2021;20211005;CE;Nordeste;36. Bistrô do Parque;Café & Bistrô;1054;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;2%;400; 4.406,85 
6228;2020-148782;11/02/2020;20201102;PE;Nordeste;10. La Dolce Vita;Restaurante;1074;Q-P1;Quiche P1; 5,19 ; 3,48 ;2%;500; 9.599,97 
6229;2022-148208;1/22/2022;20220122;GO;Centro-Oeste;6. Sabor & Arte;Restaurante;1078;Q-P1;Quiche P1; 5,19 ; 3,48 ;4%;400; 4.670,44 
6230;2022-148208;1/22/2022;20220122;GO;Centro-Oeste;6. Sabor & Arte;Restaurante;1078;M-P;Mel P; 4,02 ; 2,70 ;2%;900; 10.508,48 
6231;2023-127656;07/12/2023;20230712;CE;Nordeste;68. Café do Vale;Café & Bistrô;1084;P-P;Panetone P; 8,03 ; 5,38 ;0%;700; 14.410,96 
6232;2023-142188;09/12/2023;20230912;BA;Nordeste;39. Café das Flores;Café & Bistrô;1033;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;2%;300; 6.176,12 
6233;2023-142188;09/12/2023;20230912;BA;Nordeste;39. Café das Flores;Café & Bistrô;1033;Q-M;Quiche M; 11,68 ; 7,82 ;0%;400; 3.210,54 
6234;2023-142188;09/12/2023;20230912;BA;Nordeste;39. Café das Flores;Café & Bistrô;1033;Q-M;Quiche M; 11,68 ; 7,82 ;0%;500; 2.596,63 
6235;2023-142188;09/12/2023;20230912;BA;Nordeste;39. Café das Flores;Café & Bistrô;1033;Q-P2;Quiche P2; 4,79 ; 3,21 ;2%;700; 16.253,47 
6236;2023-142188;09/12/2023;20230912;BA;Nordeste;39. Café das Flores;Café & Bistrô;1033;Q-P1;Quiche P1; 5,19 ; 3,48 ;2%;500; 11.535,55 
6237;2022-144400;2/23/2022;20220223;CE;Nordeste;43. Café do Mercado;Café & Bistrô;1081;G-G1;Galupe G1; 12,26 ; 8,22 ;2%;200; 2.203,43 
6238;2022-155180;1/22/2022;20220122;PA;Nordeste;2. Fábrica de Sonhos Doces;Indústria;1031;Q-P2;Quiche P2; 4,79 ; 3,21 ;2%;200; 2.335,22 
6239;2021-134075;12/12/2021;20211212;BA;Nordeste;55. Café da Alma;Café & Bistrô;1005;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;0%;200; 4.117,42 
6240;2021-134075;12/12/2021;20211212;BA;Nordeste;55. Café da Alma;Café & Bistrô;1005;Q-G2;Quiche G2; 20,59 ; 13,79 ;0%;400; 4.670,44 
6241;2022-131912;10/30/2022;20221030;BA;Nordeste;88. Café do Pomar;Café & Bistrô;1038;Q-P2;Quiche P2; 4,79 ; 3,21 ;2%;300; 3.305,14 
6242;2023-141572;5/29/2023;20230529;SC;Sul;33. Café & Prosa;Café & Bistrô;1032;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;0%;100; 1.101,71 
6243;2020-134621;12/21/2020;20201221;PR;Sul;34. Bistrô das Artes;Café & Bistrô;1008;Q-P2;Quiche P2; 4,79 ; 3,21 ;7%;300; 3.678,37 
6244;2022-165561;11/25/2022;20221125;BA;Nordeste;32. Bistrô da Praça;Café & Bistrô;1092;Q-M;Quiche M; 11,68 ; 7,82 ;0%;700; 8.173,26 
6245;2021-112305;11/20/2021;20211120;BA;Nordeste;96. Café do Vento Norte;Eventos;1066;P-P;Panetone P; 8,03 ; 5,38 ;0%;700; 8.173,26 
6246;2021-112305;11/20/2021;20211120;BA;Nordeste;96. Café do Vento Norte;Eventos;1066;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;0%;700; 8.173,26 
6247;2021-112305;11/20/2021;20211120;BA;Nordeste;96. Café do Vento Norte;Eventos;1066;M-P;Mel P; 4,02 ; 2,70 ;0%;700; 8.173,26 
6248;2023-121580;5/30/2023;20230530;RJ;Sudeste;77. Bistrô das Fontes;Café & Bistrô;1091;Q-P2;Quiche P2; 4,79 ; 3,21 ;0%;700; 8.173,26 
6249;2023-121580;5/30/2023;20230530;RJ;Sudeste;77. Bistrô das Fontes;Café & Bistrô;1091;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;0%;700; 8.173,26 
6250;2023-121580;5/30/2023;20230530;RJ;Sudeste;77. Bistrô das Fontes;Café & Bistrô;1091;Q-Mini;Quiche Mini; 8,07 ; 5,41 ;0%;400; 4.670,44 
6251;2023-121580;5/30/2023;20230530;RJ;Sudeste;77. Bistrô das Fontes;Café & Bistrô;1091;Q-M;Quiche M; 11,68 ; 7,82 ;0%;700; 8.173,26 
